EventID,D1Energy,D2Energy,TimeOfFlight,x_1,x_2,y_1,y_2,z_1,z_2
211.0,126.78134258685881,36975.57932791402,5.960617732760996e-09,-40.99093475826092,45.73185840944048,4.00496971411567,-14.631546982346158,102.35,-55.65
242.0,268.92274154111317,56988.11581136327,1.2327057118195e-08,-25.652311531727314,22.587365228774356,32.94591748137452,9.587999760130398,102.35,-55.65
387.0,170.9687216773176,4542.5850375915625,1.4977025505146002e-08,-24.342049950072358,-40.37749902955142,-39.86770281453934,-11.561749904061056,102.35,-55.65
896.0,168.90033655000215,2601737.3533666776,5.769453939468001e-09,-34.37715370842582,-23.364685242044487,-29.54433524558357,30.933703158886694,102.35,-55.65
2754.0,218.6595464012995,165374368.7515944,3.8758862889200006e-08,-12.470523105896325,48.59888585966225,-43.765869895291004,19.150814742661446,102.35,-55.65
3081.0,158.0416817987878,62819924.54621588,2.9726900038322e-08,39.93920240989739,-30.251318526355256,-0.1279784535686645,-43.920382048611565,102.35,-55.65
3131.0,227.4183351771339,11291.796809569514,7.0688616750629985e-09,-45.26680735368923,-39.86228205712253,10.530441150044949,-19.6522968464027,102.35,-55.65
3301.0,198.21072792121055,226498.07007619902,5.921826533334668e-09,1.5185565218390042,-51.353661339287214,2.1413162703237516,-7.320398978680449,102.35,-55.65
3384.0,188.4053349326387,6469385.021143519,2.9420647952712e-08,-13.031466006645951,-2.3669617603543163,43.55429686038231,37.00086577620633,102.35,-55.65
3780.0,157.64004261571003,4098957.1208408563,2.7553961581625993e-08,38.70058439122963,-18.927433820652556,11.324661708175668,-9.8430085296121,102.35,-55.65
3782.0,100.10164182908409,1026115775.6037726,2.8115459075345332e-08,-28.482229282574,33.7708126941069,26.591192197000026,-53.01128488174154,102.35,-55.65
3790.0,93.89914337511901,186447404.10162464,2.3669861318207327e-08,34.174611539881624,25.879410060587816,10.090693713883354,-40.352032899784774,102.35,-55.65
3921.0,184.13526887157306,172082140.57854953,3.0245844771923e-08,46.437275823653984,-29.762961226933154,-3.102568853549372,-45.046272879197666,102.35,-55.65
4204.0,89.31685433514849,143938.7249887621,2.5753945940649e-08,18.828160671486028,43.163487715397075,-40.86021415279227,-8.448067948489362,102.35,-55.65
4229.0,81.88183422590716,184515114.88908315,2.5828116194254002e-08,-12.08115988989722,3.1038559355073003,37.28976301694063,-28.54424958688438,102.35,-55.65
4248.0,97.70971485544452,611194.9768884733,6.019395900090002e-09,24.92286177679921,-17.582104676507313,-39.36871540247833,35.68238321103612,102.35,-55.65
4303.0,128.08531065414658,103116.0721620333,5.869172832381001e-09,-22.96921893069869,24.79302081671538,34.28912673498524,-38.26087573673733,102.35,-55.65
4320.0,80.9096719393112,15689062.079979498,2.2153445932892e-08,17.463351404232604,26.676242842284882,-35.358405829224886,-51.170579549126806,102.35,-55.65
4350.0,81.73868052993278,64508033.753791474,2.2986643585299497e-08,-26.706712704622593,-42.39307153642449,31.99144082668614,45.32844777343492,102.35,-55.65
4605.0,122.61269975017528,719.0482851909878,5.4605262196730015e-09,-21.21662588861097,3.145180984522262,45.455338008811985,12.967079473453813,102.35,-55.65
5154.0,92.90577687376845,9793353.53520944,5.9895078180046e-09,-33.170007970750795,-41.17917334934076,37.523736441455,-45.01379216025233,102.35,-55.65
5559.0,67.66888384244753,2490371.9280032273,5.392819738427666e-09,-3.341262958598582,5.967364691340557,15.515002865168642,-23.643466590729908,102.35,-55.65
5816.0,97.41967144456737,569264.0105181551,2.3406354592680992e-08,8.292656466035002,-8.08857154980725,-7.536112322031523,-37.96663270467601,102.35,-55.65
6396.0,116.2913115112906,31839084.6193991,2.4301886106774172e-08,22.447736471272922,17.419604776033825,49.9493064088693,39.02090692345824,102.35,-55.65
6760.0,84.63790912224984,239046.06618413376,5.3533317522995e-09,30.307304575080835,23.561365708121603,-43.08964647682743,-19.247526577293865,102.35,-55.65
6846.0,112.49863502202183,613899269.9490356,2.3690001729270002e-08,27.990359549882385,29.08174262065973,25.338643210629936,31.759663943367528,102.35,-55.65
7636.0,139.73596512544637,14799262.43542942,2.9566246241639002e-08,48.685877092539826,-57.388966343418225,-7.807014357361389,16.579832860188123,102.35,-55.65
7689.0,163.2646516223272,3904550.9812745764,7.962695708087501e-09,-0.5297413066416845,-8.963245922400922,0.9798635967556568,-20.455283955401903,102.35,-55.65
8238.0,68.06847841457781,1885250537.782884,2.427371599870271e-08,43.77514530992795,7.757363310304893,8.19720305786004,-54.5182016900025,102.35,-55.65
8880.0,82.97056912462986,38141.6854781781,5.653382657324001e-09,-29.9496530464314,-60.1752577580603,-37.44054192507755,17.487381805222725,102.35,-55.65
8941.0,112.14258022366089,50553.886452484505,5.608985786596001e-09,17.147948966773875,-24.79600675169229,-31.366606111194688,-41.42980164455878,102.35,-55.65
9059.0,203.28122108663518,179501.56375050373,5.440177680507002e-09,-20.192847025128767,15.63751530361603,-27.59728606195388,1.4667983501059223,102.35,-55.65
9100.0,102.01104808658026,79215.55755764949,5.555610230234499e-09,-40.57806458440497,20.387919429652992,-5.7363180986622035,-13.137635375617453,102.35,-55.65
9473.0,204.02896655510233,988.7618846105634,5.805414534012333e-09,21.50364918416091,12.197622130529796,-28.662120310464392,-3.994772620409913,102.35,-55.65
9615.0,113.56520588314135,71058.14990547858,2.3549574026377e-08,3.692198827862488,-23.15124383401649,-4.863288373878974,-47.39017417405411,102.35,-55.65
9865.0,73.38270473775805,219603849.10924244,2.3007389800987002e-08,25.000439640758522,48.30597789830497,-34.616745971270184,-14.11985385323492,102.35,-55.65
9887.0,224.59380519909263,44044.19095185542,5.08845211509e-09,-27.338728211908215,-11.236974247266595,-27.045138215246915,-16.81819052498747,102.35,-55.65
10248.0,76.52386858833984,29654376.795371365,2.4349958086037e-08,48.913923431905005,-17.79628686258248,-8.672112837749802,-24.01947540642003,102.35,-55.65
10394.0,225.74376819641745,12238.330575766446,3.4701342151186e-08,-32.20187041841652,-21.71084357214659,-31.129212538010552,-41.06936963112411,102.35,-55.65
11272.0,214.81498602942676,653268.1782831681,6.1468936674892505e-09,-46.032716477648954,-26.6954169518745,8.28591936689616,35.022805089691765,102.35,-55.65
11310.0,284.36432466980807,661.256037578667,5.302190927396668e-09,2.502799985519172,18.067168657248686,9.74615273052887,10.883695038105236,102.35,-55.65
11744.0,264.3329081844409,709039.6392853159,1.6466407791522998e-08,44.860833721551764,28.09928346975322,-10.770104208741342,30.234413031249638,102.35,-55.65
12334.0,131.3589068199138,1359.877343182725,1.8759841267114e-08,-28.1194890499057,2.8983865572324525,-27.112072409254473,-15.383995109238539,102.35,-55.65
12342.0,65.24835870994316,60826968.679775625,2.5253921362990997e-08,4.293323660694426,41.31374346309044,-7.81544029638513,-1.863973596230387,102.35,-55.65
12382.0,165.57512881416216,98626.82365761093,4.824998575928672e-09,38.336492378992695,40.32103569513004,10.481278055789486,24.591726729374052,102.35,-55.65
