,EventID,Incidents,StartTime,InteractionID,OriginInteractionID,DetectorID,ElapsedTime,x,y,z,OriginalParticleID,NewParticleID,Energy
2979,340.0,142537.0,0.726549106,6.0,1.0,0.0,2.4077451000923e-08,-3.105551,67.24295,96.4823,6.0,6.0,12943.78
2980,340.0,142537.0,0.726549106,7.0,6.0,0.0,2.4626728097596e-08,-4.712693,65.1249,96.9825,6.0,1.0,411.9
2981,340.0,142537.0,0.726549106,8.0,6.0,0.0,2.4626728097596e-08,-4.712693,65.1249,96.9825,6.0,1.0,1390.3
2982,340.0,142537.0,0.726549106,9.0,6.0,0.0,2.4626728097596e-08,-4.712693,65.1249,96.9825,6.0,1.0,1429.0
2983,341.0,142975.0,0.728919881,1.0,0.0,0.0,0.0,22.79076,-29.67405,250.0,0.0,6.0,22000.0
2984,341.0,142975.0,0.728919881,2.0,1.0,1.6,2.3574035261531e-08,22.79076,-29.67405,99.69207,6.0,4.0,13381.77
2985,341.0,142975.0,0.728919881,3.0,1.0,1.6,2.3634782444784e-08,22.61254,-29.74132,99.53804,6.0,4.0,5363.35
2986,341.0,142975.0,0.728919881,4.0,1.0,1.6,2.4296445564791e-08,22.29561,-31.24653,98.94782,6.0,6012.0,886.8416
2987,341.0,142975.0,0.728919881,5.0,1.0,1.6,2.5388360162266e-08,21.72237,-29.37492,100.1955,6.0,6012.0,266.5745
2988,341.0,142975.0,0.728919881,6.0,1.0,1.6,2.7864158935941e-08,16.86882,-29.70428,101.1611,6.0,6012.0,283.1502
2989,341.0,142975.0,0.728919881,7.0,1.0,3.3,8.9504376839806e-08,-22.6292,5.153786,-0.9586838,6.0,4.0,1485.532
2990,341.0,142975.0,0.728919881,8.0,1.0,3.3,8.9902777812084e-08,-22.82108,5.409553,-0.9523661,6.0,4.0,125.3909
2991,341.0,142975.0,0.728919881,9.0,1.0,3.3,9.3784736108991e-08,-24.86041,6.353267,-1.977669,6.0,4.0,118.7397
2992,342.0,143138.0,0.729672582,1.0,0.0,0.0,0.0,16.1216,33.75939,250.0,0.0,6.0,22000.0
2993,342.0,143138.0,0.729672582,2.0,1.0,1.4,2.2972866873177e-08,16.1216,33.75939,103.5251,6.0,6012.0,100.7153
2994,342.0,143138.0,0.729672582,3.0,1.0,0.0,3.4746872904301e-08,1.978361,23.83313,30.63949,6.0,6012.0,629.2976
2995,342.0,143138.0,0.729672582,4.0,1.0,0.0,5.0222691193918e-08,35.55304,30.75029,-60.02744,6.0,7015.0,611.9545
2996,342.0,143138.0,0.729672582,5.0,1.0,0.0,5.0222691193918e-08,35.55304,30.75029,-60.02744,6.0,1.0,337.1003
2997,342.0,143138.0,0.729672582,6.0,1.0,0.0,5.0222691193918e-08,35.55304,30.75029,-60.02744,6.0,4.0,2165.098
2998,342.0,143138.0,0.729672582,7.0,1.0,0.0,5.0222691193918e-08,35.55304,30.75029,-60.02744,6.0,1.0,2288.903
2999,342.0,143138.0,0.729672582,8.0,1.0,0.0,5.0222691193918e-08,35.55304,30.75029,-60.02744,6.0,6.0,3711.576
3000,342.0,143138.0,0.729672582,9.0,8.0,3.4,6.8864306206566e-08,19.31111,24.05916,-106.3354,6.0,4.0,2106.416
3001,343.0,143526.0,0.731645363,1.0,0.0,0.0,0.0,-20.98203,28.8052,250.0,0.0,6.0,22000.0
3002,343.0,143526.0,0.731645363,2.0,1.0,1.3,2.3652876880409e-08,-20.98203,28.8052,99.18938,6.0,6012.0,126.3551
3003,343.0,143526.0,0.731645363,3.0,1.0,2.9,4.8684830847374e-08,20.03833,26.92232,-54.58519,6.0,10022.0,752.3736
3004,343.0,143526.0,0.731645363,4.0,1.0,2.9,4.8684830847374e-08,20.03833,26.92232,-54.58519,6.0,1.0,1158.91
3005,343.0,143526.0,0.731645363,5.0,1.0,2.9,4.8684830847374e-08,20.03833,26.92232,-54.58519,6.0,4.0,2594.223
3006,343.0,143526.0,0.731645363,6.0,1.0,2.9,4.8684830847374e-08,20.03833,26.92232,-54.58519,6.0,6.0,8573.763
3007,343.0,143526.0,0.731645363,7.0,6.0,0.0,5.6210014509371e-08,-8.092689,33.16094,-63.85987,6.0,1.0,2255.855
3008,343.0,143526.0,0.731645363,8.0,6.0,0.0,5.6210014509371e-08,-8.092689,33.16094,-63.85987,6.0,1.0,2255.855
3009,343.0,143526.0,0.731645363,9.0,6.0,0.0,5.6210014509371e-08,-8.092689,33.16094,-63.85987,6.0,13027.0,677.2823
3010,344.0,143672.0,0.732421367,1.0,0.0,0.0,0.0,5.391061,0.5122423,250.0,0.0,6.0,22000.0
3011,344.0,143672.0,0.732421367,2.0,1.0,3.0,4.7798299011485e-08,-6.847848,14.28987,-53.55639,6.0,10022.0,869.2731
3012,344.0,143672.0,0.732421367,3.0,1.0,3.0,4.7798299011485e-08,-6.847848,14.28987,-53.55639,6.0,18.0,5655.259
3013,344.0,143672.0,0.732421367,4.0,1.0,3.0,4.7798299011485e-08,-6.847848,14.28987,-53.55639,6.0,1.0,205.0543
3014,344.0,143672.0,0.732421367,5.0,1.0,3.0,4.7798299011485e-08,-6.847848,14.28987,-53.55639,6.0,1.0,626.0762
3015,344.0,143672.0,0.732421367,6.0,1.0,3.0,4.7798299011485e-08,-6.847848,14.28987,-53.55639,6.0,1.0,2538.396
3016,344.0,143672.0,0.732421367,7.0,1.0,3.0,4.7798299011485e-08,-6.847848,14.28987,-53.55639,6.0,1.0,5505.469
3017,344.0,143672.0,0.732421367,8.0,4.0,3.0,4.7802965380337e-08,-6.742382,14.29469,-53.64817,1.0,3.0,63.25543
3018,344.0,143672.0,0.732421367,9.0,4.0,3.0,4.7809990556672e-08,-6.917823,14.37359,-53.73392,1.0,3.0,25.85336
3019,345.0,143755.0,0.732846165,1.0,0.0,0.0,0.0,36.64145,-8.047104,250.0,0.0,6.0,22000.0
3020,345.0,143755.0,0.732846165,2.0,1.0,1.5,2.2566064960652e-08,36.64145,-8.047104,106.1189,6.0,6012.0,1181.39
3021,345.0,143755.0,0.732846165,3.0,1.0,1.5,2.4279698168171e-08,29.69024,-4.418147,98.92954,6.0,4008.0,1495.017
3022,345.0,143755.0,0.732846165,4.0,1.0,1.5,2.4279698168171e-08,29.69024,-4.418147,98.92954,6.0,21.0,4849.069
3023,345.0,143755.0,0.732846165,5.0,1.0,1.5,2.4279698168171e-08,29.69024,-4.418147,98.92954,6.0,1.0,419.0608
3024,345.0,143755.0,0.732846165,6.0,1.0,1.5,2.4279698168171e-08,29.69024,-4.418147,98.92954,6.0,1.0,539.9365
3025,345.0,143755.0,0.732846165,7.0,1.0,1.5,2.4279698168171e-08,29.69024,-4.418147,98.92954,6.0,6.0,6108.132
3026,345.0,143755.0,0.732846165,8.0,7.0,0.0,2.4865971455123e-08,27.80442,-4.127574,98.34928,6.0,1.0,881.1669
3027,345.0,143755.0,0.732846165,9.0,7.0,0.0,2.4865971455123e-08,27.80442,-4.127574,98.34928,6.0,1.0,881.1669
3028,346.0,144101.0,0.734693777,1.0,0.0,0.0,0.0,36.04579,46.26441,250.0,0.0,6.0,22000.0
3029,346.0,144101.0,0.734693777,2.0,1.0,1.4,2.368913018372e-08,36.04579,46.26441,98.95823,6.0,6012.0,722.8139
3030,346.0,144101.0,0.734693777,3.0,1.0,0.0,4.3885716081996e-08,-34.04194,74.04851,-2.882925,6.0,12027.0,23.71266
3031,346.0,144101.0,0.734693777,4.0,1.0,0.0,4.3885716081996e-08,-34.04194,74.04851,-2.882925,6.0,1.0,777.0069
3032,346.0,144101.0,0.734693777,5.0,1.0,0.0,4.3885716081996e-08,-34.04194,74.04851,-2.882925,6.0,1.0,1399.747
3033,346.0,144101.0,0.734693777,6.0,1.0,0.0,4.3885716081996e-08,-34.04194,74.04851,-2.882925,6.0,1.0,1570.889
3034,346.0,144101.0,0.734693777,7.0,1.0,0.0,4.3885716081996e-08,-34.04194,74.04851,-2.882925,6.0,4.0,15673.7
3035,346.0,144101.0,0.734693777,8.0,4.0,0.0,5.8258854380241e-08,-3.197975,471.3057,-166.9152,1.0,0.0,0.0
3036,346.0,144101.0,0.734693777,9.0,5.0,3.4000000000000004,4.5927988178708e-08,-38.6406,42.63607,-55.23468,1.0,3.0,1174.357
3037,347.0,144739.0,0.738056166,1.0,0.0,0.0,0.0,-31.26177,32.91121,250.0,0.0,6.0,22000.0
3038,347.0,144739.0,0.738056166,2.0,1.0,1.3,2.3361110593896e-08,-31.26177,32.91121,101.0497,6.0,4.0,11326.32
3039,347.0,144739.0,0.738056166,3.0,1.0,3.2,4.5204109085285e-08,29.10311,-2.486281,32.6249,6.0,4.0,4498.38
3040,347.0,144739.0,0.738056166,4.0,1.0,2.4,7.2098570972083e-08,39.09114,-2.475774,-58.8358,6.0,1.0,215.8591
3041,347.0,144739.0,0.738056166,5.0,1.0,2.4,7.2098570972083e-08,39.09114,-2.475774,-58.8358,6.0,1.0,215.8591
3042,347.0,144739.0,0.738056166,6.0,1.0,2.4,7.2098570972083e-08,39.09114,-2.475774,-58.8358,6.0,1.0,3752.021
3043,347.0,144739.0,0.738056166,7.0,1.0,2.4,7.2098570972083e-08,39.09114,-2.475774,-58.8358,6.0,53127.0,30.41256
3044,347.0,144739.0,0.738056166,8.0,1.0,2.4,7.2098570972083e-08,39.09114,-2.475774,-58.8358,6.0,6.0,1963.583
3045,347.0,144739.0,0.738056166,9.0,8.0,0.0,9.2365148391274e-08,21.97536,21.9412,-84.30959,6.0,4.0,109.6216
3046,348.0,144856.0,0.738695355,1.0,0.0,0.0,0.0,-29.4759,-5.457014,250.0,0.0,6.0,22000.0
3047,348.0,144856.0,0.738695355,2.0,1.0,0.0,2.3792453073846e-08,-29.4759,-5.457014,98.29944,6.0,12026.0,498.0095
3048,348.0,144856.0,0.738695355,3.0,1.0,0.0,2.3792453073846e-08,-29.4759,-5.457014,98.29944,6.0,1.0,248.552
3049,348.0,144856.0,0.738695355,4.0,1.0,0.0,2.3792453073846e-08,-29.4759,-5.457014,98.29944,6.0,1.0,455.6445
3050,348.0,144856.0,0.738695355,5.0,1.0,0.0,2.3792453073846e-08,-29.4759,-5.457014,98.29944,6.0,1.0,1480.157
3051,348.0,144856.0,0.738695355,6.0,1.0,0.0,2.3792453073846e-08,-29.4759,-5.457014,98.29944,6.0,4.0,4770.186
3052,348.0,144856.0,0.738695355,7.0,1.0,0.0,2.3792453073846e-08,-29.4759,-5.457014,98.29944,6.0,6.0,6269.768
3053,348.0,144856.0,0.738695355,8.0,7.0,0.0,5.7528295551888e-08,19.72099,25.73089,-2.309874,6.0,4.0,3147.701
3054,348.0,144856.0,0.738695355,9.0,7.0,3.3,5.880273428157e-08,19.57763,28.23795,-4.140681,6.0,4.0,1764.421
3055,349.0,145146.0,0.740146221,1.0,0.0,0.0,0.0,-5.717903,-54.07089,250.0,0.0,6.0,22000.0
3056,349.0,145146.0,0.740146221,2.0,1.0,0.0,4.8649391106884e-08,-5.717903,-54.07089,-60.18827,6.0,12026.0,571.9217
3057,349.0,145146.0,0.740146221,3.0,1.0,0.0,4.8649391106884e-08,-5.717903,-54.07089,-60.18827,6.0,1.0,564.6324
3058,349.0,145146.0,0.740146221,4.0,1.0,0.0,4.8649391106884e-08,-5.717903,-54.07089,-60.18827,6.0,6.0,4690.6
3059,349.0,145146.0,0.740146221,5.0,1.0,0.0,4.8649391106884e-08,-5.717903,-54.07089,-60.18827,6.0,4.0,7897.217
3060,349.0,145146.0,0.740146221,6.0,4.0,2.2,5.1028112503539e-08,-9.480233,-49.73392,-56.0132,6.0,1.0,1949.222
3061,349.0,145146.0,0.740146221,7.0,4.0,2.2,5.1028112503539e-08,-9.480233,-49.73392,-56.0132,6.0,1.0,439.9797
3062,349.0,145146.0,0.740146221,8.0,4.0,2.2,5.1028112503539e-08,-9.480233,-49.73392,-56.0132,6.0,11023.0,40.41926
3063,349.0,145146.0,0.740146221,9.0,4.0,2.2,5.1028112503539e-08,-9.480233,-49.73392,-56.0132,6.0,6.0,2260.977
3064,350.0,145377.0,0.741175997,1.0,0.0,0.0,0.0,38.11094,62.56202,250.0,0.0,6.0,22000.0
3065,350.0,145377.0,0.741175997,2.0,1.0,3.1,2.1115509956171e-08,38.11094,62.56202,115.3676,6.0,4.0,782.3497
3066,350.0,145377.0,0.741175997,3.0,1.0,0.0,2.5402109980249e-08,43.01225,61.41865,88.98581,6.0,29063.0,566.6271
3067,350.0,145377.0,0.741175997,4.0,1.0,0.0,2.5402109980249e-08,43.01225,61.41865,88.98581,6.0,1.0,254.6539
3068,350.0,145377.0,0.741175997,5.0,1.0,0.0,2.5402109980249e-08,43.01225,61.41865,88.98581,6.0,1.0,371.3867
3069,350.0,145377.0,0.741175997,6.0,1.0,0.0,2.5402109980249e-08,43.01225,61.41865,88.98581,6.0,1.0,993.2677
3070,350.0,145377.0,0.741175997,7.0,1.0,0.0,2.5402109980249e-08,43.01225,61.41865,88.98581,6.0,1.0,1312.555
3071,350.0,145377.0,0.741175997,8.0,1.0,0.0,2.5402109980249e-08,43.01225,61.41865,88.98581,6.0,1.0,2969.716
3072,350.0,145377.0,0.741175997,9.0,1.0,0.0,2.5402109980249e-08,43.01225,61.41865,88.98581,6.0,1.0,4195.691
3073,351.0,145424.0,0.741424201,1.0,0.0,0.0,0.0,-46.73237,-3.430218,250.0,0.0,6.0,22000.0
3074,351.0,145424.0,0.741424201,2.0,1.0,1.2,2.279634633272e-08,-46.73237,-3.430218,104.6506,6.0,6012.0,248.3002
3075,351.0,145424.0,0.741424201,3.0,1.0,3.3,4.3724323922373e-08,-56.95906,43.11768,-19.20559,6.0,4.0,14084.18
3076,351.0,145424.0,0.741424201,4.0,1.0,3.4000000000000004,5.5757751004497e-08,-30.84292,31.6907,-55.03418,6.0,1.0,1452.527
3077,351.0,145424.0,0.741424201,5.0,1.0,3.4000000000000004,5.5757751004497e-08,-30.84292,31.6907,-55.03418,6.0,1.0,137.0251
3078,351.0,145424.0,0.741424201,6.0,1.0,3.4000000000000004,5.5757751004497e-08,-30.84292,31.6907,-55.03418,6.0,1.0,122.951
3079,351.0,145424.0,0.741424201,7.0,1.0,3.4000000000000004,5.5757751004497e-08,-30.84292,31.6907,-55.03418,6.0,1.0,1801.073
3080,351.0,145424.0,0.741424201,8.0,1.0,3.4000000000000004,5.5757751004497e-08,-30.84292,31.6907,-55.03418,6.0,1.0,2968.016
3081,351.0,145424.0,0.741424201,9.0,1.0,3.4000000000000004,5.5757751004497e-08,-30.84292,31.6907,-55.03418,6.0,53127.0,46.81329
3082,352.0,145462.0,0.741669736,1.0,0.0,0.0,0.0,21.18602,52.86106,250.0,0.0,6.0,22000.0
3083,352.0,145462.0,0.741669736,2.0,1.0,0.0,2.3180120207378e-08,20.985,53.11022,102.2171,6.0,12026.0,1267.935
3084,352.0,145462.0,0.741669736,3.0,1.0,0.0,2.3180120207378e-08,20.985,53.11022,102.2171,6.0,4.0,1897.582
3085,352.0,145462.0,0.741669736,4.0,1.0,0.0,2.3180120207378e-08,20.985,53.11022,102.2171,6.0,1.0,3473.725
3086,352.0,145462.0,0.741669736,5.0,1.0,0.0,2.3180120207378e-08,20.985,53.11022,102.2171,6.0,6.0,7050.828
3087,352.0,145462.0,0.741669736,6.0,5.0,0.0,3.2672971727284e-08,-10.77056,40.28561,96.82116,6.0,13027.0,95.6116
3088,352.0,145462.0,0.741669736,7.0,5.0,0.0,3.2672971727284e-08,-10.77056,40.28561,96.82116,6.0,1.0,170.6748
3089,352.0,145462.0,0.741669736,8.0,5.0,0.0,3.2672971727284e-08,-10.77056,40.28561,96.82116,6.0,1.0,171.2981
3090,352.0,145462.0,0.741669736,9.0,5.0,0.0,3.2672971727284e-08,-10.77056,40.28561,96.82116,6.0,1.0,506.2453
3091,353.0,145724.0,0.742879577,1.0,0.0,0.0,0.0,41.1391,35.19818,250.0,0.0,6.0,22000.0
3092,353.0,145724.0,0.742879577,2.0,1.0,3.2,4.8495996663957e-08,41.1391,35.19818,-59.21023,6.0,53125.0,337.3587
3093,353.0,145724.0,0.742879577,3.0,1.0,3.2,4.8495996663957e-08,41.1391,35.19818,-59.21023,6.0,1.0,168.8374
3094,353.0,145724.0,0.742879577,4.0,1.0,3.2,4.8495996663957e-08,41.1391,35.19818,-59.21023,6.0,6.0,766.425
3095,353.0,145724.0,0.742879577,5.0,1.0,3.2,4.8495996663957e-08,41.1391,35.19818,-59.21023,6.0,6.0,1720.168
3096,353.0,145724.0,0.742879577,6.0,1.0,3.2,4.8495996663957e-08,41.1391,35.19818,-59.21023,6.0,6.0,2693.305
3097,353.0,145724.0,0.742879577,7.0,4.0,3.3,7.0857009213893e-08,64.63205,42.24461,-59.35891,6.0,4.0,586.4884
3098,353.0,145724.0,0.742879577,8.0,4.0,0.0,1.083934428223e-05,328.976,91.46928,365.2508,6.0,0.0,0.0
3099,353.0,145724.0,0.742879577,9.0,5.0,3.2,1.0161511842635e-07,26.16505,34.07843,35.52519,6.0,4.0,497.8156
3100,354.0,145752.0,0.742999484,1.0,0.0,0.0,0.0,-50.15859,-60.4372,250.0,0.0,6.0,22000.0
3101,354.0,145752.0,0.742999484,2.0,1.0,0.0,3.2780809160886e-08,-50.15859,-60.4372,40.98973,6.0,13026.0,1377.834
3102,354.0,145752.0,0.742999484,3.0,1.0,0.0,3.2780809160886e-08,-50.15859,-60.4372,40.98973,6.0,1.0,229.4669
3103,354.0,145752.0,0.742999484,4.0,1.0,0.0,3.2780809160886e-08,-50.15859,-60.4372,40.98973,6.0,1.0,1248.354
3104,354.0,145752.0,0.742999484,5.0,1.0,0.0,3.2780809160886e-08,-50.15859,-60.4372,40.98973,6.0,6.0,1286.848
3105,354.0,145752.0,0.742999484,6.0,1.0,0.0,3.2780809160886e-08,-50.15859,-60.4372,40.98973,6.0,6.0,1811.691
3106,354.0,145752.0,0.742999484,7.0,1.0,0.0,3.2780809160886e-08,-50.15859,-60.4372,40.98973,6.0,1.0,2984.551
3107,354.0,145752.0,0.742999484,8.0,5.0,1.6,9.564450059532e-08,21.51547,-30.29727,101.5137,6.0,4.0,545.8115
3108,354.0,145752.0,0.742999484,9.0,5.0,1.6,9.6095958822242e-08,21.84886,-29.88018,101.5517,6.0,4.0,224.6825
3109,355.0,145856.0,0.743469647,1.0,0.0,0.0,0.0,-48.60476,0.004023314,250.0,0.0,6.0,22000.0
3110,355.0,145856.0,0.743469647,2.0,1.0,1.2,2.3508934786525e-08,-48.51713,0.3096378,100.1451,6.0,6012.0,694.184
3111,355.0,145856.0,0.743469647,3.0,1.0,0.0,3.13093531645e-08,-74.1693,3.684558,58.68462,6.0,6012.0,315.2711
3112,355.0,145856.0,0.743469647,4.0,1.0,0.0,3.2748610136055e-08,-76.75578,7.405977,50.9645,6.0,6012.0,462.7759
3113,355.0,145856.0,0.743469647,5.0,1.0,0.0,3.2969113512073e-08,-76.45201,7.976219,49.77145,6.0,13026.0,758.8139
3114,355.0,145856.0,0.743469647,6.0,1.0,0.0,3.2969113512073e-08,-76.45201,7.976219,49.77145,6.0,1.0,156.5977
3115,355.0,145856.0,0.743469647,7.0,1.0,0.0,3.2969113512073e-08,-76.45201,7.976219,49.77145,6.0,1.0,177.9793
3116,355.0,145856.0,0.743469647,8.0,1.0,0.0,3.2969113512073e-08,-76.45201,7.976219,49.77145,6.0,1.0,900.5843
3117,355.0,145856.0,0.743469647,9.0,1.0,0.0,3.2969113512073e-08,-76.45201,7.976219,49.77145,6.0,6.0,2403.143
3118,356.0,146062.0,0.744511438,1.0,0.0,0.0,0.0,-5.513042,45.37547,250.0,0.0,6.0,22000.0
3119,356.0,146062.0,0.744511438,2.0,1.0,3.2,3.3380393585747e-08,-5.513042,45.37547,37.16678,6.0,5011.0,888.1121
3120,356.0,146062.0,0.744511438,3.0,1.0,3.2,3.3380393585747e-08,-5.513042,45.37547,37.16678,6.0,1.0,249.7802
3121,356.0,146062.0,0.744511438,4.0,1.0,3.2,3.3380393585747e-08,-5.513042,45.37547,37.16678,6.0,1.0,456.2805
3122,356.0,146062.0,0.744511438,5.0,1.0,3.2,3.3380393585747e-08,-5.513042,45.37547,37.16678,6.0,6.0,1594.084
3123,356.0,146062.0,0.744511438,6.0,1.0,3.2,3.3380393585747e-08,-5.513042,45.37547,37.16678,6.0,4.0,2854.338
3124,356.0,146062.0,0.744511438,7.0,5.0,3.2,2.0508772035992e-07,53.5075,-31.3453,43.51432,6.0,4.0,1290.069
3125,356.0,146062.0,0.744511438,8.0,5.0,3.2,2.058146430543e-07,53.69522,-31.68709,43.6619,6.0,4.0,165.6472
3126,356.0,146062.0,0.744511438,9.0,5.0,0.0,6.2434397489125e-06,-149.3627,-385.0069,281.8874,6.0,0.0,0.0
3127,357.0,146439.0,0.746401216,1.0,0.0,0.0,0.0,57.44851,-0.9790063,250.0,0.0,6.0,22000.0
3128,357.0,146439.0,0.746401216,2.0,1.0,0.0,2.2398688644323e-08,57.44851,-0.9790063,107.1861,6.0,13027.0,111.02
3129,357.0,146439.0,0.746401216,3.0,1.0,3.0,5.0346537522886e-08,-4.316052,14.41511,-58.78094,6.0,53126.0,393.587
3130,357.0,146439.0,0.746401216,4.0,1.0,3.0,5.0346537522886e-08,-4.316052,14.41511,-58.78094,6.0,1.0,103.9628
3131,357.0,146439.0,0.746401216,5.0,1.0,3.0,5.0346537522886e-08,-4.316052,14.41511,-58.78094,6.0,1.0,799.5074
3132,357.0,146439.0,0.746401216,6.0,1.0,3.0,5.0346537522886e-08,-4.316052,14.41511,-58.78094,6.0,1.0,1550.239
3133,357.0,146439.0,0.746401216,7.0,1.0,3.0,5.0346537522886e-08,-4.316052,14.41511,-58.78094,6.0,6.0,1954.308
3134,357.0,146439.0,0.746401216,8.0,1.0,3.0,5.0346537522886e-08,-4.316052,14.41511,-58.78094,6.0,1.0,3237.643
3135,357.0,146439.0,0.746401216,9.0,1.0,3.0,5.0346537522886e-08,-4.316052,14.41511,-58.78094,6.0,6.0,4656.973
3136,358.0,146719.0,0.747940424,1.0,0.0,0.0,0.0,36.50922,-31.2182,250.0,0.0,6.0,22000.0
3137,358.0,146719.0,0.747940424,2.0,1.0,3.1,1.9099726056984e-08,36.50922,-31.2182,128.2202,6.0,5011.0,2372.086
3138,358.0,146719.0,0.747940424,3.0,1.0,3.1,1.9099726056984e-08,36.50922,-31.2182,128.2202,6.0,1.0,267.6037
3139,358.0,146719.0,0.747940424,4.0,1.0,3.1,1.9099726056984e-08,36.50922,-31.2182,128.2202,6.0,4.0,602.3673
3140,358.0,146719.0,0.747940424,5.0,1.0,3.1,1.9099726056984e-08,36.50922,-31.2182,128.2202,6.0,6.0,642.1956
3141,358.0,146719.0,0.747940424,6.0,1.0,3.1,1.9099726056984e-08,36.50922,-31.2182,128.2202,6.0,1.0,2147.209
3142,358.0,146719.0,0.747940424,7.0,5.0,1.1,6.8872122724449e-08,-3.617058,-12.17188,99.74616,6.0,4.0,192.5421
3143,358.0,146719.0,0.747940424,8.0,5.0,3.2,1.4961387637621e-07,3.411792,-17.69558,31.19505,6.0,4.0,108.8666
3144,358.0,146719.0,0.747940424,9.0,5.0,3.3,2.1502816027398e-07,-24.83425,-1.953395,-2.230376,6.0,4.0,201.4487
3145,359.0,146826.0,0.74840059,1.0,0.0,0.0,0.0,-26.83592,-28.14394,250.0,0.0,6.0,22000.0
3146,359.0,146826.0,0.74840059,2.0,1.0,3.1,1.8718136837766e-08,-26.83592,-28.14394,130.6533,6.0,4008.0,5225.894
3147,359.0,146826.0,0.74840059,3.0,1.0,3.1,1.8718136837766e-08,-26.83592,-28.14394,130.6533,6.0,21.0,7581.869
3148,359.0,146826.0,0.74840059,4.0,1.0,3.1,1.8718136837766e-08,-26.83592,-28.14394,130.6533,6.0,1.0,160.4433
3149,359.0,146826.0,0.74840059,5.0,1.0,3.1,1.8718136837766e-08,-26.83592,-28.14394,130.6533,6.0,6.0,218.9857
3150,359.0,146826.0,0.74840059,6.0,1.0,3.1,1.8718136837766e-08,-26.83592,-28.14394,130.6533,6.0,1.0,1445.337
3151,359.0,146826.0,0.74840059,7.0,5.0,0.0,0.0023095932601479,-409.9403,217.1387,186.547,6.0,0.0,0.0
3152,359.0,146826.0,0.74840059,8.0,4.0,1.1,2.0567240392126e-08,10.55956,3.128919,104.2602,1.0,3.0,18.96355
3153,359.0,146826.0,0.74840059,9.0,4.0,3.2,2.3045937454528e-08,31.18723,13.90751,33.6895,1.0,3.0,8.6436
3154,360.0,147232.0,0.750489482,1.0,0.0,0.0,0.0,-24.49259,30.86713,250.0,0.0,6.0,22000.0
3155,360.0,147232.0,0.750489482,2.0,1.0,1.3,2.3028881532763e-08,-24.49259,30.86713,103.168,6.0,4.0,940.5053
3156,360.0,147232.0,0.750489482,3.0,1.0,0.0,4.9633662756009e-08,-2.184995,33.33379,-61.24378,6.0,12026.0,822.0464
3157,360.0,147232.0,0.750489482,4.0,1.0,0.0,4.9633662756009e-08,-2.184995,33.33379,-61.24378,6.0,1.0,206.2632
3158,360.0,147232.0,0.750489482,5.0,1.0,0.0,4.9633662756009e-08,-2.184995,33.33379,-61.24378,6.0,6.0,1042.295
3159,360.0,147232.0,0.750489482,6.0,1.0,0.0,4.9633662756009e-08,-2.184995,33.33379,-61.24378,6.0,4.0,2899.741
3160,360.0,147232.0,0.750489482,7.0,1.0,0.0,4.9633662756009e-08,-2.184995,33.33379,-61.24378,6.0,1.0,3165.453
3161,360.0,147232.0,0.750489482,8.0,1.0,0.0,4.9633662756009e-08,-2.184995,33.33379,-61.24378,6.0,1.0,4611.991
3162,360.0,147232.0,0.750489482,9.0,5.0,3.4,8.4743049934527e-08,27.23284,49.26653,-97.77468,6.0,6012.0,290.9274
3163,361.0,147312.0,0.751006071,1.0,0.0,0.0,0.0,48.89667,39.17721,250.0,0.0,6.0,22000.0
3164,361.0,147312.0,0.751006071,2.0,1.0,0.0,2.3158534358868e-08,48.89667,39.17721,102.3413,6.0,7014.0,4225.224
3165,361.0,147312.0,0.751006071,3.0,1.0,0.0,2.3307212018641e-08,49.31435,38.54425,102.736,6.0,1.0,1850.798
3166,361.0,147312.0,0.751006071,4.0,1.0,0.0,2.3307212018641e-08,49.31435,38.54425,102.736,6.0,1.0,1850.798
3167,361.0,147312.0,0.751006071,5.0,1.0,0.0,2.3307212018641e-08,49.31435,38.54425,102.736,6.0,1.0,1369.596
3168,361.0,147312.0,0.751006071,6.0,1.0,0.0,2.3307212018641e-08,49.31435,38.54425,102.736,6.0,1.0,1720.057
3169,361.0,147312.0,0.751006071,7.0,1.0,0.0,2.3307212018641e-08,49.31435,38.54425,102.736,6.0,12026.0,704.7335
3170,361.0,147312.0,0.751006071,8.0,1.0,0.0,2.3307212018641e-08,49.31435,38.54425,102.736,6.0,4.0,1475.42
3171,361.0,147312.0,0.751006071,9.0,1.0,0.0,2.3307212018641e-08,49.31435,38.54425,102.736,6.0,6.0,533.4706
3172,362.0,147729.0,0.753213402,1.0,0.0,0.0,0.0,-23.86424,-16.37733,250.0,0.0,6.0,22000.0
3173,362.0,147729.0,0.753213402,2.0,1.0,3.1,1.8191892893339e-08,-23.86424,-16.37733,134.0086,6.0,6012.0,382.2986
3174,362.0,147729.0,0.753213402,3.0,1.0,0.0,2.4647471079433e-08,-5.884292,-14.88088,97.39946,6.0,12026.0,627.6825
3175,362.0,147729.0,0.753213402,4.0,1.0,0.0,2.4647471079433e-08,-5.884292,-14.88088,97.39946,6.0,1.0,489.0885
3176,362.0,147729.0,0.753213402,5.0,1.0,0.0,2.4647471079433e-08,-5.884292,-14.88088,97.39946,6.0,4.0,3815.506
3177,362.0,147729.0,0.753213402,6.0,1.0,0.0,2.4647471079433e-08,-5.884292,-14.88088,97.39946,6.0,1.0,3929.394
